2.5865e+09,2.6352e+08,3.0258e+07,-8.4221e+07,1.6805e+06,-1.2016e+07,2.8893e+06,-8.7672e+06,-2.2638e+07,-1.2528e+07,-4.2127e+06,6.2262e+06,-3.4091e+06,-1.4257e+07,4.553e+06,-2.007e+06,4.6722e+06,-7.5193e+06,1.0053e+06,-1.1617e+05
2.5199e+09,2.3472e+08,1.6833e+07,-7.4958e+07,-6.5238e+05,-5.1239e+07,4.8545e+06,2.2993e+07,-2.3909e+07,-1.7246e+07,8.0476e+05,-7.2927e+06,-5.0278e+06,1.2285e+07,-1.2368e+06,1.977e+06,-4.9352e+06,3.3559e+06,-1.1397e+06,1.8786e+05
2.6128e+09,2.6142e+08,2.7553e+07,-6.5051e+07,1.3216e+06,3.2074e+07,-3.479e+05,-2.4584e+07,-1.3501e+07,-7.2667e+06,-2.3416e+06,4.4464e+06,4.0263e+06,-1.3614e+07,1.916e+06,-4.3209e+06,5.8935e+06,-8.1712e+06,1.5434e+06,-2.9022e+06
2.5422e+09,2.3002e+08,3.5397e+07,1.6524e+06,7.8527e+06,6.9911e+07,-1.8223e+06,-2.0552e+07,8.6695e+06,-5.6242e+06,-9.9748e+05,-2.046e+07,6.186e+06,1.0256e+07,-1.1048e+07,-1.8965e+07,-1.0412e+07,2.1582e+06,-2.9142e+06,-8.8892e+06
2.5398e+09,2.481e+08,-6.0949e+06,-7.6332e+07,-3.0732e+06,-3.9412e+07,4.7951e+06,-8.5298e+06,-2.2239e+07,-2.2407e+07,4.1046e+06,5.188e+05,1.1191e+06,-9.3387e+06,-1.2863e+06,-1.4995e+07,1.6179e+06,4.3097e+06,8.2532e+06,4.4404e+06
2.5199e+09,2.2986e+08,4.2784e+07,-8.9777e+07,1.1384e+07,-4.3424e+07,-1.0838e+07,3.6011e+07,-1.2447e+07,-8.3321e+06,-8.3951e+06,-2.4894e+06,-7.5885e+06,1.4646e+07,-1.0114e+06,9.646e+06,-6.1113e+06,1.2694e+06,-6.1998e+06,-5.1814e+06
2.3147e+09,1.1697e+08,-6.5103e+07,-2.7185e+07,-3.7603e+07,-5.8596e+07,-9.7499e+05,-4.5279e+07,6.3802e+07,-2.0144e+07,2.7639e+07,-6.4433e+06,6.1218e+06,5.4087e+06,7.8701e+06,3.1277e+06,3.1516e+06,-2.1959e+06,-2.7752e+06,-9.1942e+05
2.3986e+09,1.5521e+08,8.9341e+07,-6.7964e+07,1.8635e+07,-1.6903e+07,-4.8839e+07,6.3144e+07,5.0602e+07,2.8746e+07,-6.3808e+06,3.5954e+06,1.3801e+07,-1.0584e+07,-4.0081e+06,-8.9436e+06,2.1178e+06,-2.5135e+06,7.3967e+05,-2.422e+05
2.5814e+09,2.4831e+08,7.7509e+07,-4.3398e+07,8.6991e+06,7.4337e+07,-6.9911e+06,-8.3405e+06,1.3021e+07,-2.1662e+06,-1.5903e+05,-6.5766e+05,3.4592e+06,6.5942e+06,5.3816e+06,1.19e+07,-2.8991e+06,5.665e+06,-9.824e+05,3.4295e+06
2.5842e+09,2.5859e+08,8.6707e+07,-6.393e+07,7.9917e+06,5.783e+07,-4.5578e+06,-2.6497e+06,7.9326e+06,-1.1444e+06,-2.5418e+06,8.4477e+06,-1.0859e+06,-8.8008e+05,8.4634e+06,1.7126e+07,2.8872e+06,2.4924e+06,6.5799e+05,5.6054e+06
3.2075e+09,-1.8786e+08,1.3005e+08,1.9905e+07,3.9545e+07,-1.0318e+07,1.0553e+06,-3.2876e+06,-5.5502e+06,-5.3284e+06,6.7458e+05,-2.2949e+06,-2.9721e+06,-2.4435e+06,-1.5704e+06,1.4296e+06,7.2748e+06,-8.7634e+06,-1.9733e+07,-2.7035e+06
3.0143e+09,-1.3572e+08,1.3838e+08,2.6765e+07,-1.9584e+07,-7.9792e+06,3.712e+06,-5.3123e+05,-3.0829e+06,-2.6526e+05,-6.3923e+06,4.9708e+06,1.1562e+07,9.2311e+06,4.2552e+06,-2.081e+06,-1.0247e+07,-6.4415e+06,3.8853e+06,1.5258e+07
2.9711e+09,-1.74e+08,1.4985e+08,2.3614e+07,8.7965e+06,3.9079e+06,1.8708e+06,-6.8684e+06,-5.8705e+06,-1.9479e+06,3.518e+06,7.7441e+06,1.0121e+07,1.741e+06,4.8936e+06,-3.9236e+06,-1.5507e+06,2.4418e+06,4.8058e+06,-3.6371e+06
2.9897e+09,-1.4924e+08,1.2976e+08,-4.0054e+06,8.2809e+07,-3.0858e+06,1.6157e+07,-3.8572e+06,7.9636e+06,1.7846e+06,1.1551e+07,-6.4827e+06,-1.1679e+07,-4.3587e+06,-6.3762e+06,3.5342e+06,8.2062e+05,3.9536e+06,7.1682e+06,-4.4721e+05
3.2263e+09,-7.9659e+07,7.6415e+07,3.5041e+07,-1.0441e+08,1.4965e+07,-1.8085e+07,1.5246e+07,5.9917e+06,-2.837e+06,3.0921e+06,-2.2745e+07,-2.5822e+07,-1.5347e+07,-1.0213e+07,6.3278e+06,-9.2768e+05,2.789e+05,1.8197e+06,3.8744e+06
3.1645e+09,-1.7723e+08,1.3655e+08,4.0335e+07,-5.0802e+07,3.7652e+06,-1.4984e+07,2.1431e+06,-8.701e+06,-8.9965e+06,-6.0246e+06,4.5777e+06,2.9592e+06,1.1012e+06,2.9565e+06,5.1255e+05,5.3264e+06,3.5919e+06,-2.3394e+06,-6.8219e+06
3.0704e+09,-1.7422e+08,1.5701e+08,2.7789e+07,3.5154e+07,-9.1251e+06,8.3289e+06,-2.5421e+06,-9.6814e+05,-3.491e+06,4.9317e+06,-4.203e+05,1.7774e+06,1.4839e+06,4.69e+05,-2.7214e+06,-8.3348e+05,-3.6365e+06,-6.6104e+05,2.8238e+06
3.0276e+09,-1.5354e+08,1.4248e+08,5.6437e+06,7.908e+07,-7.0715e+06,1.7934e+07,-2.9118e+06,8.5468e+06,2.3849e+05,1.0786e+07,-6.0765e+06,-9.4197e+06,-3.5894e+06,-5.4453e+06,3.2394e+06,1.0731e+06,2.3085e+06,4.6641e+06,7.2098e+05
3.1388e+09,-1.6786e+08,1.4745e+08,4.4618e+07,-5.1015e+07,-9.1014e+05,-1.5711e+07,3.9302e+06,-5.042e+06,-1.0251e+07,-4.8378e+06,4.9993e+06,6.6507e+06,7.2254e+05,2.5354e+06,-1.1192e+06,2.3738e+06,5.4717e+06,2.7019e+06,-6.2211e+06
3.0944e+09,-1.7941e+08,1.5649e+08,4.1679e+07,-2.5267e+07,-4.4543e+06,-9.7724e+06,1.1082e+06,-6.9244e+06,-9.698e+06,-2.6618e+06,6.278e+06,9.9033e+06,3.9829e+06,4.1732e+06,-1.6371e+06,2.9579e+05,2.9651e+05,1.1658e+06,-3.8053e+05
2.3815e+09,1.7363e+08,4.2136e+07,4.4916e+06,-3.676e+07,2.4882e+06,4.0532e+07,-1.1776e+07,-7.5139e+06,3.4999e+07,9.1247e+06,1.9243e+07,-4.6302e+06,2.143e+06,-1.0409e+07,2.3377e+06,5.497e+06,-4.2264e+06,-2.8497e+06,-4.9463e+06
2.2094e+09,1.0412e+08,-1.1741e+08,1.078e+08,1.086e+07,-9.2334e+06,-9.9702e+06,-6.8921e+05,-1.9454e+05,-3.1643e+06,2.4056e+06,6.8927e+06,7.3251e+06,-6.9673e+06,-1.9914e+06,3.4862e+06,-1.7105e+06,7.9646e+06,-9.3557e+05,1.1618e+06
2.3368e+09,1.5167e+08,6.7409e+07,-3.1873e+06,-3.9841e+07,-1.901e+07,4.169e+07,-3.2145e+06,7.6486e+06,3.5684e+07,9.5961e+06,1.3123e+07,-9.1156e+06,8.8475e+06,-2.5446e+06,-4.5912e+06,-4.0739e+06,1.7876e+06,2.3424e+06,-2.0871e+05
2.2247e+09,1.2821e+08,-8.4716e+07,6.5165e+07,-3.9652e+05,5.2135e+06,-1.0316e+07,1.7341e+06,-1.2424e+07,-3.9907e+06,8.3464e+06,1.1014e+05,1.0418e+07,1.0267e+07,-2.4085e+07,-2.6783e+06,1.4934e+07,5.1172e+06,-4.0631e+06,1.1798e+07
2.3581e+09,1.4003e+08,-8.2405e+07,1.1235e+08,1.3657e+07,-8.9235e+06,-1.8947e+06,1.5224e+06,-4.2115e+06,4.3978e+05,-2.7933e+06,-1.5039e+06,1.5001e+06,-1.2304e+06,-3.8998e+05,5.5788e+06,-7.6922e+06,-6.7997e+06,2.5316e+06,-3.9168e+06
2.3498e+09,1.2782e+08,-1.0629e+08,1.1314e+08,1.5486e+07,-8.1629e+06,-1.0197e+07,7.3803e+05,-1.8785e+06,-2.6809e+05,-2.4962e+06,1.9827e+06,3.9316e+06,-5.9303e+06,-9.7376e+05,2.8421e+06,-2.4687e+06,2.7359e+06,9.1498e+05,-8.6269e+05
2.3066e+09,1.2891e+08,-6.3519e+07,1.0928e+08,1.5762e+07,1.264e+07,-2.6544e+06,1.3822e+07,1.0384e+07,3.4606e+06,-6.8114e+06,-2.419e+06,-2.5284e+07,1.0954e+07,2.2718e+07,-1.5539e+07,1.0493e+07,1.1499e+06,-6665.6,3.3894e+06
2.2949e+09,1.5065e+08,-8.7576e+07,1.1014e+08,1.2918e+07,3.0315e+06,-4.8716e+06,6.5866e+06,-2.9549e+06,1.9049e+06,-4.7727e+06,2.1393e+06,-6.0446e+06,2.2591e+06,4.0704e+06,-1.3417e+06,5.8879e+06,-3.5083e+06,-9.6448e+05,-3.9418e+05
2.271e+09,1.0818e+08,-1.0522e+08,1.0405e+08,1.2189e+07,-1.5475e+07,-3.7055e+06,-4.5259e+06,5.8304e+06,-3.2922e+06,-5.6728e+05,1.4638e+06,4.1027e+06,-9.2608e+06,6.6326e+05,5.852e+06,-5.8607e+06,-29694,7.3441e+05,-1.4674e+06
2.3225e+09,1.4162e+08,-8.7829e+07,1.1316e+08,9.847e+06,-8.6271e+06,-4.0558e+06,3.8062e+06,-7.233e+06,-3.2009e+05,-6.7757e+05,-2.3288e+05,3.41e+06,-2.5571e+05,-2.0415e+06,5.8049e+06,-6.9096e+06,-5.5017e+06,2.5594e+06,-2.8264e+06
2.808e+09,-2.2788e+08,-1.4514e+08,-6.541e+07,8.1417e+06,7.7574e+06,-5.9742e+07,-3.0652e+07,7.4879e+06,-3.4324e+06,-5.5189e+06,2.0889e+07,-1.9501e+07,5.1123e+06,-9.5185e+06,-4.1157e+06,-1.1988e+07,-8.7594e+06,-4.0146e+05,2.442e+06
2.6428e+09,-1.6731e+08,-1.5552e+08,-3.3852e+07,-4.0856e+06,2.2675e+07,3.5428e+07,2.501e+07,9.5005e+06,-1.34e+07,4.6695e+06,7.5377e+06,-3.6356e+06,-7.7602e+06,-4.4038e+05,-5.5261e+06,-2.9327e+06,3.9914e+06,-3.2131e+06,-1.9421e+06
3.1186e+09,-1.3734e+08,-1.4336e+08,-5.2243e+07,4.4317e+05,5.7538e+06,-3.3095e+07,4.7215e+06,-3.2965e+07,3.1503e+07,3.0865e+07,-9.1372e+06,3.6135e+06,3.2344e+06,9.5465e+06,2.0653e+06,-4.7433e+05,1.8385e+06,7.0288e+06,-4.2833e+06
2.2555e+09,-1.6306e+08,-1.5064e+08,-6.0338e+07,1.6266e+06,1.3572e+07,-3.6952e+07,-7.6433e+05,-2.0456e+07,1.3093e+07,1.396e+07,-1.0172e+07,6.7498e+06,2.022e+06,4.7769e+06,-2.8345e+05,5.409e+06,-4.3604e+06,-4.3903e+06,3.1075e+06
2.9832e+09,-2.0133e+07,-1.3588e+07,-1.6673e+07,-8.6849e+06,-2.1701e+07,3.6546e+07,-2.3726e+07,-3.2834e+06,3.1583e+07,-2.5184e+07,-2.4793e+07,8.1326e+06,-5.4968e+06,4.9421e+06,-8.6867e+05,-5.2338e+06,-3.7102e+06,-3.3296e+06,5.3798e+06
2.7189e+09,-1.4083e+08,-1.5787e+08,-3.1723e+07,-1.1325e+07,2.0334e+07,3.6651e+07,2.749e+07,-1.2778e+06,-7.9448e+06,7.6459e+06,9.8982e+05,7.0269e+06,-3.5081e+05,4.8905e+06,2.4103e+05,-3.9924e+06,-8.9986e+05,-5.3998e+06,1.7066e+06
2.5934e+09,-1.558e+08,-1.5839e+08,-3.6081e+07,-6.8612e+06,2.3794e+07,4.0221e+07,2.6663e+07,7.3486e+06,-1.2934e+07,7.0314e+06,8.0557e+06,5.0917e+05,-6.3918e+06,1.7784e+06,-3.6715e+06,-6.5675e+06,2.3348e+06,-3.936e+06,2.6893e+06
2.7366e+09,-1.5752e+08,-1.6082e+08,-4.6969e+07,-5.6983e+06,4.8928e+06,2.4651e+07,8.1513e+06,9.1967e+06,-5.8465e+06,-1.4598e+07,-7.6103e+06,8.2385e+06,6.487e+06,-4.5314e+06,6.8057e+06,1.1607e+07,-6.9926e+06,7.733e+06,-4.4413e+06
2.7252e+09,-1.687e+08,-1.5347e+08,-4.9065e+07,4.089e+06,1.3312e+05,9.5791e+06,-4.8176e+06,1.5354e+07,-5.4849e+06,-2.4743e+07,7.6802e+05,-2.4047e+06,1.056e+07,-5.7063e+06,3.1293e+06,7.7187e+06,-5.7015e+05,1.075e+07,-2.719e+06
2.982e+09,-1.1515e+08,-1.0077e+08,-5.91e+07,1.123e+07,-2.8837e+07,-1.478e+07,-3.6939e+07,-3.9231e+05,1.8505e+07,-2.1389e+07,4.2816e+06,-1.5174e+06,-6.8182e+06,2.1575e+06,3.3455e+05,3.7223e+05,1.8804e+07,-7.4043e+06,-2.8323e+05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
